KAYIT SIRA;ENDEKS KODU;ENDEKSLER;ENDEKSLERIN INGILIZCE ISIMLERI;KUR TURU;TARIH;KAPANIS;ACILIS;EN DUSUK;EN YUKSEK
ORDER;INDEX CODE;INDEX NAMES IN TURKISH;INDICES;CURRENCY TYPE;DATE;CLOSING VALUE;OPEN VALUE;LOWEST VALUE;HIGHEST VALUE
54;XK030EA_CFENTLER;BIST KATILIM 30 ESIT AGIRLIKLI GETIRI (EURO);BIST PARTICIPATION 30 EQUAL WEIGHTED RETURN (EURO);EUR;17/02/2026;1496.78;1496.78;1496.78;1496.78
55;XYLDZ_CFNNTLTL;BIST YILDIZ GETIRI;BIST STARS RETURN;TRY;17/02/2026;20805.66;20914.82;20805.66;21039.03
56;XYLDZ_CFNNTLUS;BIST YILDIZ GETIRI (ABD DOLARI);BIST STARS RETURN (USD);USD;17/02/2026;2773.51;2773.51;2773.51;2773.51
57;XYLDZ_CFNNTLER;BIST YILDIZ GETIRI (EURO);BIST STARS RETURN (EURO);EUR;17/02/2026;2745.42;2745.42;2745.42;2745.42
58;XBANA_CFNNTLTL;BIST ANA GETIRI;BIST MAIN RETURN;TRY;17/02/2026;60788.25;60507.77;60256.1;60852.46
59;XBANA_CFNNTLUS;BIST ANA GETIRI (ABD DOLARI);BIST MAIN RETURN (USD);USD;17/02/2026;8103.4;8103.4;8103.4;8103.4
60;XBANA_CFNNTLER;BIST ANA GETIRI (EURO);BIST MAIN RETURN (EURO);EUR;17/02/2026;8021.33;8021.33;8021.33;8021.33
61;XHARZ_CFCNTLTL;BIST HALKA ARZ GETIRI;BIST IPO RETURN;TRY;17/02/2026;267826.64;261704.75;260096.22;269291.65
62;XHARZ_CFCNTLUS;BIST HALKA ARZ GETIRI (ABD DOLARI);BIST IPO RETURN (USD);USD;17/02/2026;35702.73;35702.73;35702.73;35702.73
63;XHARZ_CFCNTLER;BIST HALKA ARZ GETIRI (EURO);BIST IPO RETURN (EURO);EUR;17/02/2026;35341.15;35341.15;35341.15;35341.15
64;XKOBI_CFNNTLTL;BIST KOBI SANAYI GETIRI;BIST SME INDUSTRIAL RETURN;TRY;17/02/2026;44130.02;44015.36;43766.32;44451.12
65;XKOBI_CFNNTLUS;BIST KOBI SANAYI GETIRI (ABD DOLARI);BIST SME INDUSTRIAL RETURN (USD);USD;17/02/2026;5882.77;5882.77;5882.77;5882.77
66;XKOBI_CFNNTLER;BIST KOBI SANAYI GETIRI (EURO);BIST SME INDUSTRIAL RETURN (EURO);EUR;17/02/2026;5823.19;5823.19;5823.19;5823.19
67;XTMTU_CFNNTLTL;BIST TEMETTU GETIRI;BIST DIVIDEND RETURN;TRY;17/02/2026;23857.77;24148.53;23857.77;24216.83
68;XTMTU_CFNNTLER;BIST TEMETTU GETIRI (EURO);BIST DIVIDEND RETURN (EURO);EUR;17/02/2026;3148.16;3148.16;3148.16;3148.16
69;XTMTU_CFNNTLUS;BIST TEMETTU GETIRI (ABD DOLARI);BIST DIVIDEND RETURN (USD);USD;17/02/2026;3180.37;3180.37;3180.37;3180.37
70;XTM25_CFNNTLTL;BIST TEMETTU 25 GETIRI;BIST DIVIDEND 25 RETURN;TRY;17/02/2026;32410.84;32907.15;32410.84;32941.94
71;XTM25_CFNNTLUS;BIST TEMETTU 25 GETIRI (ABD DOLARI);BIST DIVIDEND 25 RETURN (USD);USD;17/02/2026;4320.54;4320.54;4320.54;4320.54
72;XTM25_CFNNTLER;BIST TEMETTU 25 GETIRI (EURO);BIST DIVIDEND 25 RETURN (EURO);EUR;17/02/2026;4276.78;4276.78;4276.78;4276.78
73;XKTUM_CFNNTLTL;BIST KATILIM TUM GETIRI;BIST PARTICIPATION ALL SHARES RETURN;TRY;17/02/2026;17754.44;17961.14;17744.53;17976.71
74;XKTUM_CFNNTLUS;BIST KATILIM TUM GETIRI (ABD DOLARI);BIST PARTICIPATION ALL SHARES RETURN (USD);USD;17/02/2026;2366.76;2366.76;2366.76;2366.76
75;XKTUM_CFNNTLER;BIST KATILIM TUM GETIRI (EURO);BIST PARTICIPATION ALL SHARES RETURN (EURO);EUR;17/02/2026;2342.79;2342.79;2342.79;2342.79
76;XK100_CFCNTLTL;BIST KATILIM 100 GETIRI;BIST PARTICIPATION 100 RETURN;TRY;17/02/2026;16417.17;16615.46;16406;16617.59
77;XK100_CFCNTLUS;BIST KATILIM 100 GETIRI (ABD DOLARI);BIST PARTICIPATION 100 RETURN (USD);USD;17/02/2026;2188.5;2188.5;2188.5;2188.5
78;XK100_CFCNTLER;BIST KATILIM 100 GETIRI (EURO);BIST PARTICIPATION 100 RETURN (EURO);EUR;17/02/2026;2166.33;2166.33;2166.33;2166.33
79;XK050_CFCNTLTL;BIST KATILIM 50 GETIRI;BIST PARTICIPATION 50 RETURN;TRY;17/02/2026;16711.49;16940.32;16690.03;16942.4
80;XK050_CFCNTLUS;BIST KATILIM 50 GETIRI (ABD DOLARI);BIST PARTICIPATION 50 RETURN (USD);USD;17/02/2026;2227.73;2227.73;2227.73;2227.73
81;XK050_CFCNTLER;BIST KATILIM 50 GETIRI (EURO);BIST PARTICIPATION 50 RETURN (EURO);EUR;17/02/2026;2205.17;2205.17;2205.17;2205.17
82;XK030_CFCNTLTL;BIST KATILIM 30 GETIRI;BIST PARTICIPATION 30 RETURN;TRY;17/02/2026;16163.36;16377.76;16139.79;16379.32
83;XK030_CFCNTLUS;BIST KATILIM 30 GETIRI (ABD DOLARI);BIST PARTICIPATION 30 RETURN (USD);USD;17/02/2026;2154.66;2154.66;2154.66;2154.66
84;XK030_CFCNTLER;BIST KATILIM 30 GETIRI (EURO);BIST PARTICIPATION 30 RETURN (EURO);EUR;17/02/2026;2132.84;2132.84;2132.84;2132.84
85;XSRDK_CFCNTLTL;BIST KATILIM SURDURULEBILIRLIK GETIRI;BIST PARTICIPATION SUSTAINABILITY RETURN;TRY;17/02/2026;18755.68;19019.01;18755.68;19031.04
86;XSRDK_CFCNTLUS;BIST KATILIM SURDURULEBILIRLIK GETIRI (ABD DOLARI);BIST PARTICIPATION SUSTAINABILITY RETURN (USD);USD;17/02/2026;2500.23;2500.23;2500.23;2500.23
87;XSRDK_CFCNTLER;BIST KATILIM SURDURULEBILIRLIK GETIRI (EURO);BIST PARTICIPATION SUSTAINABILITY RETURN (EURO);EUR;17/02/2026;2474.91;2474.91;2474.91;2474.91
88;XKTMT_CFCNTLTL;BIST KATILIM TEMETTU GETIRI;BIST PARTICIPATION DIVIDEND RETURN;TRY;17/02/2026;16704.04;16862.46;16696.61;16866.3
89;XKTMT_CFCNTLUS;BIST KATILIM TEMETTU GETIRI (ABD DOLARI);BIST PARTICIPATION DIVIDEND RETURN (USD);USD;17/02/2026;2226.74;2226.74;2226.74;2226.74
90;XKTMT_CFCNTLER;BIST KATILIM TEMETTU GETIRI (EURO);BIST PARTICIPATION DIVIDEND RETURN (EURO);EUR;17/02/2026;2204.19;2204.19;2204.19;2204.19
91;XKURY_CFNNTLTL;BIST KURUMSAL YONETIM GETIRI;BIST CORPORATE GOVERNANCE RETURN;TRY;17/02/2026;23232.62;23536.87;23232.62;23597.16
92;XKURY_CFNNTLUS;BIST KURUMSAL YONETIM GETIRI (ABD DOLARI);BIST CORPORATE GOVERNANCE RETURN (USD);USD;17/02/2026;3097.03;3097.03;3097.03;3097.03
93;XKURY_CFNNTLER;BIST KURUMSAL YONETIM GETIRI (EURO);BIST CORPORATE GOVERNANCE RETURN (EURO);EUR;17/02/2026;3065.67;3065.67;3065.67;3065.67
94;XUSRD_CFCNTLTL;BIST SURDURULEBILIRLIK GETIRI;BIST SUSTAINABILITY RETURN;TRY;17/02/2026;25997.26;26319.87;25997.26;26393.76
95;XUSRD_CFCNTLUS;BIST SURDURULEBILIRLIK GETIRI (ABD DOLARI);BIST SUSTAINABILITY RETURN (USD);USD;17/02/2026;3465.57;3465.57;3465.57;3465.57
96;XUSRD_CFCNTLER;BIST SURDURULEBILIRLIK GETIRI (EURO);BIST SUSTAINABILITY RETURN (EURO);EUR;17/02/2026;3430.48;3430.48;3430.48;3430.48
97;XSD25_CFCNTLTL;BIST SURDURULEBILIRLIK 25 GETIRI;BIST SUSTAINABILITY 25 RETURN;TRY;17/02/2026;20106.36;20382.17;20106.36;20430.83
98;XSD25_CFCNTLUS;BIST SURDURULEBILIRLIK 25 GETIRI (ABD DOLARI);BIST SUSTAINABILITY 25 RETURN (USD);USD;17/02/2026;2680.29;2680.29;2680.29;2680.29
99;XSD25_CFCNTLER;BIST SURDURULEBILIRLIK 25 GETIRI (EURO);BIST SUSTAINABILITY 25 RETURN (EURO);EUR;17/02/2026;2653.14;2653.14;2653.14;2653.14
100;XTM25S_CFCNTLTL;BIST TEMETTU 25 AGIRLIK SINIRLAMALI 10 GETIRI;BIST DIVIDEND 25 CAPPED 10 RETURN;TRY;17/02/2026;19541;19841.09;19541;19858.46
101;XTM25S_CFCNTLUS;BIST TEMETTU 25 AGIRLIK SINIRLAMALI 10 GETIRI (ABD DOLARI);BIST DIVIDEND 25 CAPPED 10 RETURN (USD);USD;17/02/2026;2604.92;2604.92;2604.92;2604.92
102;XTM25S_CFCNTLER;BIST TEMETTU 25 AGIRLIK SINIRLAMALI 10 GETIRI (EURO);BIST DIVIDEND 25 CAPPED 10 RETURN (EURO);EUR;17/02/2026;2578.54;2578.54;2578.54;2578.54
103;XT05Y_CFNNTLTL;BIST TEMETTU 5 YIL GETIRI;BIST DIVIDEND 5 YEARS RETURN;TRY;17/02/2026;15683.44;15897.73;15683.44;15955.28
104;XT05Y_CFNNTLUS;BIST TEMETTU 5 YIL GETIRI (ABD DOLARI);BIST DIVIDEND 5 YEARS RETURN (USD);USD;17/02/2026;2090.69;2090.69;2090.69;2090.69
105;XT05Y_CFNNTLER;BIST TEMETTU 5 YIL GETIRI (EURO);BIST DIVIDEND 5 YEARS RETURN (EURO);EUR;17/02/2026;2069.51;2069.51;2069.51;2069.51
106;XT10Y_CFNNTLTL;BIST TEMETTU 10 YIL GETIRI;BIST DIVIDEND 10 YEARS RETURN;TRY;17/02/2026;15789.23;16053.63;15789.23;16099.69
107;XT10Y_CFNNTLUS;BIST TEMETTU 10 YIL GETIRI (ABD DOLARI);BIST DIVIDEND 10 YEARS RETURN (USD);USD;17/02/2026;2104.79;2104.79;2104.79;2104.79
108;XT10Y_CFNNTLER;BIST TEMETTU 10 YIL GETIRI (EURO);BIST DIVIDEND 10 YEARS RETURN (EURO);EUR;17/02/2026;2083.47;2083.47;2083.47;2083.47
109;XUGRA_CFCNTLTL;BIST GERI ALIM GETIRI;BIST BUYBACK RETURN;TRY;17/02/2026;14722.05;14758.02;14690.09;14847.29
110;XUGRA_CFCNTLUS;BIST GERI ALIM GETIRI (ABD DOLARI);BIST BUYBACK RETURN (USD);USD;17/02/2026;1962.53;1962.53;1962.53;1962.53
111;XUGRA_CFCNTLER;BIST GERI ALIM GETIRI (EURO);BIST BUYBACK RETURN (EURO);EUR;17/02/2026;1942.65;1942.65;1942.65;1942.65
112;XUSIN_CFNNTLTL;BIST SINAI GETIRI;BIST INDUSTRIALS RETURN;TRY;17/02/2026;45276.43;45903.6;45276.43;45903.6
113;XUSIN_CFNNTLUS;BIST SINAI GETIRI (ABD DOLARI);BIST INDUSTRIALS RETURN (USD);USD;17/02/2026;6035.59;6035.59;6035.59;6035.59
114;XUSIN_CFNNTLER;BIST SINAI GETIRI (EURO);BIST INDUSTRIALS RETURN (EURO);EUR;17/02/2026;5974.47;5974.47;5974.47;5974.47
115;XSINS_CFCNTLTL;BIST SINAI AGIRLIK SINIRLAMALI GETIRI;BIST INDUSTRIALS CAPPED RETURN;TRY;17/02/2026;17835.38;18082.44;17835.38;18082.44
116;XSINS_CFCNTLUS;BIST SINAI AGIRLIK SINIRLAMALI GETIRI (ABD DOLARI);BIST INDUSTRIALS CAPPED RETURN (USD);USD;17/02/2026;2377.55;2377.55;2377.55;2377.55
117;XSINS_CFCNTLER;BIST SINAI AGIRLIK SINIRLAMALI GETIRI (EURO);BIST INDUSTRIALS CAPPED RETURN (EURO);EUR;17/02/2026;2353.47;2353.47;2353.47;2353.47
118;XGIDA_CFNNTLTL;BIST GIDA ICECEK GETIRI;BIST FOOD BEVERAGE RETURN;TRY;17/02/2026;24269.48;24443.94;24269.48;24507.59
119;XGIDA_CFNNTLUS;BIST GIDA ICECEK GETIRI (ABD DOLARI);BIST FOOD BEVERAGE RETURN (USD);USD;17/02/2026;3235.25;3235.25;3235.25;3235.25
120;XGIDA_CFNNTLER;BIST GIDA ICECEK GETIRI (EURO);BIST FOOD BEVERAGE RETURN (EURO);EUR;17/02/2026;3202.49;3202.49;3202.49;3202.49
121;XKMYA_CFNNTLTL;BIST KIMYA PETROL PLASTIK GETIRI;BIST CHEM. PETROL PLASTIC RETURN;TRY;17/02/2026;54217.22;55087.91;54217.22;55230.48
122;XKMYA_CFNNTLUS;BIST KIMYA PETROL PLASTIK GETIRI (ABD DOLARI);BIST CHEM. PETROL PLASTIC RETURN (USD);USD;17/02/2026;7227.45;7227.45;7227.45;7227.45
123;XKMYA_CFNNTLER;BIST KIMYA PETROL PLASTIK GETIRI (EURO);BIST CHEM. PETROL PLASTIC RETURN (EURO);EUR;17/02/2026;7154.25;7154.25;7154.25;7154.25
124;XMADN_CFNNTLTL;BIST MADENCILIK GETIRI;BIST MINING RETURN;TRY;17/02/2026;19499.28;19635.32;19289.76;19696.96
125;XMADN_CFNNTLUS;BIST MADENCILIK GETIRI (ABD DOLARI);BIST MINING RETURN (USD);USD;17/02/2026;2599.36;2599.36;2599.36;2599.36
126;XMADN_CFNNTLER;BIST MADENCILIK GETIRI (EURO);BIST MINING RETURN (EURO);EUR;17/02/2026;2573.03;2573.03;2573.03;2573.03
127;XMANA_CFNNTLTL;BIST METAL ANA GETIRI;BIST BASIC METAL RETURN;TRY;17/02/2026;57852.57;58926.72;57852.57;59000.6
128;XMANA_CFNNTLUS;BIST METAL ANA GETIRI (ABD DOLARI);BIST BASIC METAL RETURN (USD);USD;17/02/2026;7712.06;7712.06;7712.06;7712.06
129;XMANA_CFNNTLER;BIST METAL ANA GETIRI (EURO);BIST BASIC METAL RETURN (EURO);EUR;17/02/2026;7633.95;7633.95;7633.95;7633.95
130;XMESY_CFNNTLTL;BIST METAL ESYA MAKINA GETIRI;BIST METAL PRODUCTS MACH. RETURN;TRY;17/02/2026;64673.44;65810.86;64591.46;65810.86
131;XMESY_CFNNTLER;BIST METAL ESYA MAKINA GETIRI (EURO);BIST METAL PRODUCTS MACH. RETURN (EURO);EUR;17/02/2026;8534;8534;8534;8534
132;XMESY_CFNNTLUS;BIST METAL ESYA MAKINA GETIRI (ABD DOLARI);BIST METAL PRODUCTS MACH. RETURN (USD);USD;17/02/2026;8621.32;8621.32;8621.32;8621.32
133;XKAGT_CFNNTLTL;BIST ORMAN KAGIT BASIM GETIRI;BIST WOOD PAPER PRINTING RETURN;TRY;17/02/2026;12635.69;12671.02;12521.28;12773.61
134;XKAGT_CFNNTLUS;BIST ORMAN KAGIT BASIM GETIRI (ABD DOLARI);BIST WOOD PAPER PRINTING RETURN (USD);USD;17/02/2026;1684.41;1684.41;1684.41;1684.41
135;XKAGT_CFNNTLER;BIST ORMAN KAGIT BASIM GETIRI (EURO);BIST WOOD PAPER PRINTING RETURN (EURO);EUR;17/02/2026;1667.35;1667.35;1667.35;1667.35
136;XTAST_CFNNTLTL;BIST TAS TOPRAK GETIRI;BIST NONMETAL MIN. PRODUCT RETURN;TRY;17/02/2026;47795.45;48608.33;47754.85;48608.33
137;XTAST_CFNNTLUS;BIST TAS TOPRAK GETIRI (ABD DOLARI);BIST NONMETAL MIN. PRODUCT RETURN (USD);USD;17/02/2026;6371.39;6371.39;6371.39;6371.39
138;XTAST_CFNNTLER;BIST TAS TOPRAK GETIRI (EURO);BIST NONMETAL MIN. PRODUCT RETURN (EURO);EUR;17/02/2026;6306.86;6306.86;6306.86;6306.86
139;XTEKS_CFNNTLTL;BIST TEKSTIL DERI GETIRI;BIST TEXTILE LEATHER RETURN;TRY;17/02/2026;8239.54;8110.29;8084.82;8251.85
140;XTEKS_CFNNTLUS;BIST TEKSTIL DERI GETIRI (ABD DOLARI);BIST TEXTILE LEATHER RETURN (USD);USD;17/02/2026;1098.38;1098.38;1098.38;1098.38
141;XTEKS_CFNNTLER;BIST TEKSTIL DERI GETIRI (EURO);BIST TEXTILE LEATHER RETURN (EURO);EUR;17/02/2026;1087.25;1087.25;1087.25;1087.25
142;XUHIZ_CFNNTLTL;BIST HIZMETLER GETIRI;BIST SERVICES RETURN;TRY;17/02/2026;23454.15;23606.68;23436.67;23632.25
143;XUHIZ_CFNNTLUS;BIST HIZMETLER GETIRI (ABD DOLARI);BIST SERVICES RETURN (USD);USD;17/02/2026;3126.56;3126.56;3126.56;3126.56
144;XUHIZ_CFNNTLER;BIST HIZMETLER GETIRI (EURO);BIST SERVICES RETURN (EURO);EUR;17/02/2026;3094.9;3094.9;3094.9;3094.9
145;XELKT_CFNNTLTL;BIST ELEKTRIK GETIRI;BIST ELECTRICITY RETURN;TRY;17/02/2026;1128.17;1125.32;1122.83;1130.68
146;XELKT_CFNNTLUS;BIST ELEKTRIK GETIRI (ABD DOLARI);BIST ELECTRICITY RETURN (USD);USD;17/02/2026;150.39;150.39;150.39;150.39
147;XELKT_CFNNTLER;BIST ELEKTRIK GETIRI (EURO);BIST ELECTRICITY RETURN (EURO);EUR;17/02/2026;148.87;148.87;148.87;148.87
148;XILTM_CFNNTLTL;BIST ILETISIM GETIRI;BIST TELECOMMUNICATION RETURN;TRY;17/02/2026;7398.53;7411.85;7398.53;7548.66
149;XILTM_CFNNTLUS;BIST ILETISIM GETIRI (ABD DOLARI);BIST TELECOMMUNICATION RETURN (USD);USD;17/02/2026;986.26;986.26;986.26;986.26
150;XILTM_CFNNTLER;BIST ILETISIM GETIRI (EURO);BIST TELECOMMUNICATION RETURN (EURO);EUR;17/02/2026;976.28;976.28;976.28;976.28
151;XINSA_CFNNTLTL;BIST INSAAT GETIRI;BIST CONSTRUCTION RETURN;TRY;17/02/2026;29750.61;30227.98;29750.61;30314.25
152;XINSA_CFNNTLUS;BIST INSAAT GETIRI (ABD DOLARI);BIST CONSTRUCTION RETURN (USD);USD;17/02/2026;3965.92;3965.92;3965.92;3965.92
153;XINSA_CFNNTLER;BIST INSAAT GETIRI (EURO);BIST CONSTRUCTION RETURN (EURO);EUR;17/02/2026;3925.75;3925.75;3925.75;3925.75
154;XSPOR_CFNNTLTL;BIST SPOR GETIRI;BIST SPORTS RETURN;TRY;17/02/2026;3142.17;3179.68;3118.8;3186.73
