KAYIT SIRA;ENDEKS KODU;ENDEKSLER;ENDEKSLERIN INGILIZCE ISIMLERI;KUR TURU;TARIH;KAPANIS;ACILIS;EN DUSUK;EN YUKSEK
ORDER;INDEX CODE;INDEX NAMES IN TURKISH;INDICES;CURRENCY TYPE;DATE;CLOSING VALUE;OPEN VALUE;LOWEST VALUE;HIGHEST VALUE
126;XMESY_CFNPTLER;BIST METAL ESYA MAKINA (EURO);BIST METAL PRODUCTS MACH. (EURO);EUR;17/02/2026;3374.26;3374.26;3374.26;3374.26
127;XKAGT;BIST ORMAN KAGIT BASIM;BIST WOOD PAPER PRINTING;TRY;17/02/2026;7921.78;7943.93;7850.05;8008.25
128;XKAGT_CFNPTLUS;BIST ORMAN KAGIT BASIM (ABD DOLARI);BIST WOOD PAPER PRINTING (USD);USD;17/02/2026;1056.02;1056.02;1056.02;1056.02
129;XKAGT_CFNPTLER;BIST ORMAN KAGIT BASIM (EURO);BIST WOOD PAPER PRINTING (EURO);EUR;17/02/2026;1045.32;1045.32;1045.32;1045.32
130;XTAST;BIST TAS TOPRAK;BIST NONMETAL MIN. PRODUCT;TRY;17/02/2026;15621.51;15887.19;15608.24;15887.19
131;XTAST_CFNPTLUS;BIST TAS TOPRAK (ABD DOLARI);BIST NONMETAL MIN. PRODUCT (USD);USD;17/02/2026;2082.43;2082.43;2082.43;2082.43
132;XTAST_CFNPTLER;BIST TAS TOPRAK (EURO);BIST NONMETAL MIN. PRODUCT (EURO);EUR;17/02/2026;2061.34;2061.34;2061.34;2061.34
133;XTEKS;BIST TEKSTIL DERI;BIST TEXTILE LEATHER;TRY;17/02/2026;5279.97;5197.14;5180.81;5287.85
134;XTEKS_CFNPTLUS;BIST TEKSTIL DERI (ABD DOLARI);BIST TEXTILE LEATHER (USD);USD;17/02/2026;703.85;703.85;703.85;703.85
135;XTEKS_CFNPTLER;BIST TEKSTIL DERI (EURO);BIST TEXTILE LEATHER (EURO);EUR;17/02/2026;696.72;696.72;696.72;696.72
136;XUHIZ;BIST HIZMETLER;BIST SERVICES;TRY;17/02/2026;12894.04;12977.89;12884.43;12991.95
137;XUHIZ_CFNPTLUS;BIST HIZMETLER (ABD DOLARI);BIST SERVICES (USD);USD;17/02/2026;1718.85;1718.85;1718.85;1718.85
138;XUHIZ_CFNPTLER;BIST HIZMETLER (EURO);BIST SERVICES (EURO);EUR;17/02/2026;1701.44;1701.44;1701.44;1701.44
139;XELKT;BIST ELEKTRIK;BIST ELECTRICITY;TRY;17/02/2026;748.84;746.95;745.29;750.51
140;XELKT_CFNPTLUS;BIST ELEKTRIK (ABD DOLARI);BIST ELECTRICITY (USD);USD;17/02/2026;99.82;99.82;99.82;99.82
141;XELKT_CFNPTLER;BIST ELEKTRIK (EURO);BIST ELECTRICITY (EURO);EUR;17/02/2026;98.81;98.81;98.81;98.81
142;XILTM;BIST ILETISIM;BIST TELECOMMUNICATION;TRY;17/02/2026;3281.92;3287.83;3281.92;3348.52
143;XILTM_CFNPTLUS;BIST ILETISIM (ABD DOLARI);BIST TELECOMMUNICATION (USD);USD;17/02/2026;437.5;437.5;437.5;437.5
144;XILTM_CFNPTLER;BIST ILETISIM (EURO);BIST TELECOMMUNICATION (EURO);EUR;17/02/2026;433.07;433.07;433.07;433.07
145;XINSA;BIST INSAAT;BIST CONSTRUCTION;TRY;17/02/2026;21741.79;22090.65;21741.79;22153.69
146;XINSA_CFNPTLUS;BIST INSAAT (ABD DOLARI);BIST CONSTRUCTION (USD);USD;17/02/2026;2898.3;2898.3;2898.3;2898.3
147;XINSA_CFNPTLER;BIST INSAAT (EURO);BIST CONSTRUCTION (EURO);EUR;17/02/2026;2868.94;2868.94;2868.94;2868.94
148;XSPOR;BIST SPOR;BIST SPORTS;TRY;17/02/2026;2091.76;2116.72;2076.2;2121.42
149;XSPOR_CFNPTLUS;BIST SPOR (ABD DOLARI);BIST SPORTS (USD);USD;17/02/2026;278.84;278.84;278.84;278.84
150;XSPOR_CFNPTLER;BIST SPOR (EURO);BIST SPORTS (EURO);EUR;17/02/2026;276.02;276.02;276.02;276.02
151;XTCRT;BIST TICARET;BIST W. AND RETAIL TRADE;TRY;17/02/2026;32668.81;33265.47;32668.81;33265.47
152;XTCRT_CFNPTLUS;BIST TICARET (ABD DOLARI);BIST W. AND RETAIL TRADE (USD);USD;17/02/2026;4354.93;4354.93;4354.93;4354.93
153;XTCRT_CFNPTLER;BIST TICARET (EURO);BIST W. AND RETAIL TRADE (EURO);EUR;17/02/2026;4310.82;4310.82;4310.82;4310.82
154;XTRZM;BIST TURIZM;BIST TOURISM;TRY;17/02/2026;1901.78;1912.78;1891.57;1912.78
155;XTRZM_CFNPTLUS;BIST TURIZM (ABD DOLARI);BIST TOURISM (USD);USD;17/02/2026;253.52;253.52;253.52;253.52
156;XTRZM_CFNPTLER;BIST TURIZM (EURO);BIST TOURISM (EURO);EUR;17/02/2026;250.95;250.95;250.95;250.95
157;XULAS;BIST ULASTIRMA;BIST TRANSPORTATION;TRY;17/02/2026;42788;42730.36;42210.4;42989.12
158;XULAS_CFNPTLUS;BIST ULASTIRMA (ABD DOLARI);BIST TRANSPORTATION (USD);USD;17/02/2026;5703.87;5703.87;5703.87;5703.87
159;XULAS_CFNPTLER;BIST ULASTIRMA (EURO);BIST TRANSPORTATION (EURO);EUR;17/02/2026;5646.1;5646.1;5646.1;5646.1
160;XUMAL;BIST MALI;BIST FINANCIALS;TRY;17/02/2026;20152.73;20059.43;20057.33;20378.9
161;XUMAL_CFNPTLUS;BIST MALI (ABD DOLARI);BIST FINANCIALS (USD);USD;17/02/2026;2686.47;2686.47;2686.47;2686.47
162;XUMAL_CFNPTLER;BIST MALI (EURO);BIST FINANCIALS (EURO);EUR;17/02/2026;2659.26;2659.26;2659.26;2659.26
163;XBANK;BIST BANKA;BIST BANKS;TRY;17/02/2026;20188.05;20301.05;20188.05;20653.49
164;XBANK_CFNPTLUS;BIST BANKA (ABD DOLARI);BIST BANKS (USD);USD;17/02/2026;2691.18;2691.18;2691.18;2691.18
165;XBANK_CFNPTLER;BIST BANKA (EURO);BIST BANKS (EURO);EUR;17/02/2026;2663.92;2663.92;2663.92;2663.92
166;XSGRT;BIST SIGORTA;BIST INSURANCE;TRY;17/02/2026;79784.25;80079.88;79365.89;80670.53
167;XSGRT_CFNPTLUS;BIST SIGORTA (ABD DOLARI);BIST INSURANCE (USD);USD;17/02/2026;10635.67;10635.67;10635.67;10635.67
168;XSGRT_CFNPTLER;BIST SIGORTA (EURO);BIST INSURANCE (EURO);EUR;17/02/2026;10527.96;10527.96;10527.96;10527.96
169;XFINK;BIST FIN. KIR. FAKTORING;BIST LEASING FACTORING;TRY;17/02/2026;32379.53;30090.58;30010.42;32571.1
170;XFINK_CFNPTLUS;BIST FIN. KIR. FAKTORING (ABD DOLARI);BIST LEASING FACTORING (USD);USD;17/02/2026;4316.37;4316.37;4316.37;4316.37
171;XFINK_CFNPTLER;BIST FIN. KIR. FAKTORING (EURO);BIST LEASING FACTORING (EURO);EUR;17/02/2026;4272.65;4272.65;4272.65;4272.65
172;XHOLD;BIST HOLDING VE YATIRIM;BIST HOLD. AND INVESTMENT;TRY;17/02/2026;15731.65;15605.94;15605.94;15848.84
173;XHOLD_CFNPTLUS;BIST HOLDING VE YATIRIM (ABD DOLARI);BIST HOLD. AND INVESTMENT (USD);USD;17/02/2026;2097.11;2097.11;2097.11;2097.11
174;XHOLD_CFNPTLER;BIST HOLDING VE YATIRIM (EURO);BIST HOLD. AND INVESTMENT (EURO);EUR;17/02/2026;2075.87;2075.87;2075.87;2075.87
175;XGMYO;BIST GAYRIMENKUL Y.O.;BIST REAL EST. INV. TRUSTS;TRY;17/02/2026;6658.06;6661.69;6626.8;6696.4
176;XGMYO_CFNPTLUS;BIST GAYRIMENKUL Y.O. (ABD DOLARI);BIST REAL EST. INV. TRUSTS (USD);USD;17/02/2026;887.56;887.56;887.56;887.56
177;XGMYO_CFNPTLER;BIST GAYRIMENKUL Y.O. (EURO);BIST REAL EST. INV. TRUSTS (EURO);EUR;17/02/2026;878.57;878.57;878.57;878.57
178;XGYOS;BIST GAYRIMENKUL Y.O. AGIRLIK SINIRLAMALI;BIST REAL EST. INV. TRUSTS CAPPED;TRY;17/02/2026;6668.22;6671.86;6636.92;6706.62
179;XGYOS_CFCPTLUS;BIST GAYRIMENKUL Y.O. AGIRLIK SINIRLAMALI (ABD DOLARI);BIST REAL EST. INV. TRUSTS CAPPED (USD);USD;17/02/2026;888.91;888.91;888.91;888.91
180;XGYOS_CFCPTLER;BIST GAYRIMENKUL Y.O. AGIRLIK SINIRLAMALI (EURO);BIST REAL EST. INV. TRUSTS CAPPED (EURO);EUR;17/02/2026;879.91;879.91;879.91;879.91
181;XAKUR;BIST ARACI KURUMLAR;BIST BROKERAGE HOUSES;TRY;17/02/2026;137568.12;136868.16;135980.41;138286.89
182;XAKUR_CFNPTLUS;BIST ARACI KURUMLAR (ABD DOLARI);BIST BROKERAGE HOUSES (USD);USD;17/02/2026;18338.57;18338.57;18338.57;18338.57
183;XAKUR_CFNPTLER;BIST ARACI KURUMLAR (EURO);BIST BROKERAGE HOUSES (EURO);EUR;17/02/2026;18152.84;18152.84;18152.84;18152.84
184;XYORT;BIST MENKUL KIYM. Y.O.;BIST INVESTMENT TRUSTS;TRY;17/02/2026;5418.4;5418.1;5366.98;5451.24
185;XYORT_CFNPTLUS;BIST MENKUL KIYM. Y.O. (ABD DOLARI);BIST INVESTMENT TRUSTS (USD);USD;17/02/2026;722.3;722.3;722.3;722.3
186;XYORT_CFNPTLER;BIST MENKUL KIYM. Y.O. (EURO);BIST INVESTMENT TRUSTS (EURO);EUR;17/02/2026;714.99;714.99;714.99;714.99
187;XUTEK;BIST TEKNOLOJI;BIST TECHNOLOGY;TRY;17/02/2026;35813.1;35982.62;35789.69;36437.26
188;XUTEK_CFNPTLUS;BIST TEKNOLOJI (ABD DOLARI);BIST TECHNOLOGY (USD);USD;17/02/2026;4774.08;4774.08;4774.08;4774.08
189;XUTEK_CFNPTLER;BIST TEKNOLOJI (EURO);BIST TECHNOLOGY (EURO);EUR;17/02/2026;4725.73;4725.73;4725.73;4725.73
190;XTKJS;BIST TEKNOLOJI AGIRLIK SINIRLAMALI;BIST TECHNOLOGY CAPPED;TRY;17/02/2026;31520.93;31358.86;31227.48;31820.15
191;XTKJS_CFCPTLUS;BIST TEKNOLOJI AGIRLIK SINIRLAMALI (ABD DOLARI);BIST TECHNOLOGY CAPPED (USD);USD;17/02/2026;4201.91;4201.91;4201.91;4201.91
192;XTKJS_CFCPTLER;BIST TEKNOLOJI AGIRLIK SINIRLAMALI (EURO);BIST TECHNOLOGY CAPPED (EURO);EUR;17/02/2026;4159.35;4159.35;4159.35;4159.35
193;XBLSM;BIST BILISIM;BIST INF. TECHNOLOGY;TRY;17/02/2026;6020.08;5969.88;5928.73;6057.82
194;XBLSM_CFNPTLUS;BIST BILISIM (ABD DOLARI);BIST INF. TECHNOLOGY (USD);USD;17/02/2026;802.51;802.51;802.51;802.51
195;XBLSM_CFNPTLER;BIST BILISIM (EURO);BIST INF. TECHNOLOGY (EURO);EUR;17/02/2026;794.38;794.38;794.38;794.38
196;XSADA;BIST ADANA;BIST ADANA;TRY;17/02/2026;43787.89;45533.49;43474.84;45817.7
