ticker,prob_up,risk_flag,ret_5,ret_10,ret_20,close_over_ema20,ema20_over_ema50,rsi14
PRKAB,0.38557584569603304,0,0.5553907022749753,0.16481481481481475,0.10061242344706911,0.1542092679322118,0.134717088584279,51.8055310775889
