ticker,prob_up,risk_flag,ret_5,ret_10,ret_20,close_over_ema20,ema20_over_ema50,rsi14
KUTPO,0.4090451335653411,0,0.07076350093109873,0.11650485436893199,0.12966601178781922,0.06506092632388105,0.10093939373697047,47.604790405858935
PRKAB,0.38557584569603304,0,0.5553907022749753,0.16481481481481475,0.10061242344706911,0.1542092679322118,0.134717088584279,51.8055310775889
ARCLK,0.38493902390772433,0,-0.0745697896749522,-0.023405972558514954,0.04490500863557845,-0.010327269632247504,0.09465574871918547,45.82677163333622
ANGEN,0.3798449377450658,0,0.020979020979020824,0.039145907473309594,0.2586206896551724,0.06644478474129767,0.08346098127070878,61.752136705954605
YKBNK,0.37896037838791385,0,-0.04249291784702547,-0.061111111111111116,-0.01744186046511631,-0.03574887587164843,0.06138387038654414,40.3314914007509
