entry_date,exit_date,tickers,ret,equity
2016-07-04,2016-07-14,,0.0,2.242885877899193
2016-07-11,2016-07-18,"AEFES,EREGL",0.04122786728441913,2.335355279207319
2016-07-18,2016-07-25,,0.0,2.335355279207319
2016-07-25,2016-08-01,"DOHOL,AEFES,BJKAS,KATMR",0.11639485036247565,2.6071786074738723
2016-08-01,2016-08-08,"DOHOL,TRKCM,VESTL,VESBE,ZOREN",0.06502617823261062,2.776713468287718
2016-08-08,2016-08-15,"VESTL,TMSN,ALCTL,ZOREN,AKSEN",0.056247334754797464,2.9328962002566517
2016-08-15,2016-08-22,ULKER,0.0393258426966292,3.0482348148734864
2016-08-22,2016-08-29,KOZAL,0.2855787476280838,3.9187458957813806
2016-08-29,2016-09-06,"BANVT,ALCTL",0.05742378637651302,4.143775122964568
2016-09-05,2016-09-16,AKSEN,0.015094339622641506,4.206322671990448
2016-09-16,2016-09-23,"IPEKE,KOZAA,BJKAS,GSRAY,AKSEN",0.16903637490732554,4.917344208154209
2016-09-23,2016-09-30,"ECILC,NETAS,TAVHL,FENER",0.038370294526722,5.106024153710356
2016-09-30,2016-10-07,"ALGYO,TAVHL,GOLTS",0.05615289206155342,5.392742176877339
2016-10-07,2016-10-14,CRFSA,0.01867816091954011,5.493468683054645
2016-10-14,2016-10-21,"ORGE,KLMSN,TKFEN",0.055027245742475715,5.795759134255687
2016-10-21,2016-10-28,NTTUR,0.032258064516129004,5.98271910632845
2016-10-28,2016-11-04,,0.0,5.98271910632845
2016-11-04,2016-11-11,METRO,0.018867924528301883,6.095600598900686
2016-11-11,2016-11-18,"OTKAR,EREGL,CRFSA,BANVT",0.006459695954047273,6.1349763254268925
2016-11-18,2016-11-25,"OTKAR,KLMSN,NETAS",0.02852105702147134,6.309952335029769
2016-11-25,2016-12-02,,0.0,6.309952335029769
2016-12-02,2016-12-09,NETAS,-0.02237354085603105,6.168776358662372
2016-12-09,2016-12-16,,0.0,6.168776358662372
2016-12-16,2016-12-23,"ECILC,GUBRF,KARSN,GSRAY,SASA",0.05982584282698529,6.53782860353053
2016-12-23,2016-12-30,"SASA,DYOBY,ALARK,VESTL",0.04935361481497791,6.860494078155521
2016-12-30,2017-01-06,"ALGYO,BIZIM,ALCTL,DOHOL",0.031917716819897246,7.079465385386671
2017-01-06,2017-01-13,"ALGYO,ASELS,BANVT,DOHOL,DEVA",0.08451720251891666,7.677801995089057
2017-01-13,2017-01-20,"ALARK,EREGL,AKSEN,PETKM,DOHOL",0.010263320778309359,7.7566017398369995
2017-01-20,2017-01-27,"EGEEN,PGSUS,ECILC,TAVHL,KARSN",-0.0032752146931197103,7.731197203850007
2017-01-27,2017-02-03,MAKTK,0.4301675977653632,11.056907732880457
2017-02-03,2017-02-10,"AVTUR,ISCTR,YKBNK,KRDMD,ADESE",0.010489240434918789,11.172886296557355
2017-02-10,2017-02-17,"METRO,SASA,BJKAS,NTTUR,KOZAL",0.044605567365292,11.671259228923192
2017-02-17,2017-02-24,,0.0,11.671259228923192
2017-02-24,2017-03-03,"AVTUR,TKFEN",0.10139276475910142,12.854640470363895
2017-03-03,2017-03-10,"ASELS,KARTN,PETKM,TATGD,AVGYO",0.2516853491235587,16.08996514500526
2017-03-10,2017-03-17,"PRKME,ALCTL,PETKM,VKGYO",0.09416424773265442,17.60506460892931
2017-03-17,2017-03-24,"PRKME,ODAS,BIMAS,SASA",0.0668348006736793,18.78169559291435
2017-03-24,2017-03-31,"ODAS,ALARK,SASA",0.07680175240794414,20.22416272764273
2017-03-31,2017-04-07,"SASA,ALCAR,IHLAS",0.06592595361155014,21.557459941457747
2017-04-07,2017-04-14,"KIPA,TAVHL",-0.02166473477948888,21.090423289306607
2017-04-14,2017-04-21,"SASA,IHLAS",0.07965511786109791,22.77038344215677
2017-04-21,2017-04-28,"TKNSA,VAKBN,KRDMD,TKFEN",0.02579084703882681,23.357650918528872
2017-04-28,2017-05-08,"CEMTS,KLGYO,ORGE,GOODY,FROTO",0.07705882732350193,25.157564107342427
2017-05-05,2017-05-12,"GOZDE,ASELS,VAKFN,PRKME,ALARK",0.006338026788225437,25.31701342258126
2017-05-12,2017-05-22,"AVGYO,TKNSA,GOZDE,KRDMD,PRKME",0.0656861498163019,26.97999055915826
2017-05-22,2017-05-29,"CEMTS,ALCTL,VAKFN,KOZAA,PRKME",0.062106375637826304,28.655619987530354
2017-05-29,2017-06-05,"TKNSA,AVGYO,GSRAY,KIPA",0.028035333447591765,29.458989849028242
2017-06-05,2017-06-12,"AKENR,TKNSA,THYAO,PGSUS,ECILC",0.016181548241492316,29.935681914415923
2017-06-12,2017-06-19,"AKENR,KOZAA,IPEKE",0.04084113187356775,31.15828904720776
2017-06-19,2017-06-28,ZOREN,0.021897810218977964,31.840587347511576
2017-06-28,2017-07-05,"KLGYO,THYAO,TUKAS,IPEKE,KOZAA",0.14183369058827125,36.35665536150736
2017-07-05,2017-07-12,"KRDMD,KOZAA,KLGYO,IPEKE",0.10384276112112828,40.13203083937555
2017-07-12,2017-07-19,"KOZAA,PGSUS,IPEKE,KOZAL,SASA",0.07185754008684472,43.01581985418247
2017-07-19,2017-07-26,"KIPA,EREGL,PGSUS,KRDMD,NETAS",0.05968249092026379,45.58311113205742
2017-07-26,2017-08-02,"PGSUS,PRKME,DOHOL,VKGYO,MEPET",0.04468501946492054,47.61999334026505
2017-08-02,2017-08-09,"KOZAA,IPEKE,KLGYO,PRKME,KRDMD",0.11825191821055632,53.25114889792531
2017-08-09,2017-08-16,"GLYHO,KARSN,KLGYO,GOZDE",0.06275012077799616,56.59266492283718
2017-08-16,2017-08-23,"KRDMD,IHLAS,PGSUS,VESTL,DYOBY",0.0473083550124461,59.26997080610716
2017-08-23,2017-08-31,"KOZAA,DYOBY,GOODY,GLYHO",0.05001477704055046,62.234345181174554
2017-08-31,2017-09-11,"HURGZ,KATMR,SKBNK",0.05234239444765761,65.49183982483926
2017-09-07,2017-09-14,ODAS,0.12226277372262762,73.49905381802216
2017-09-14,2017-09-21,,0.0,73.49905381802216
2017-09-21,2017-09-28,,0.0,73.49905381802216
2017-09-28,2017-10-05,IPEKE,0.1923076923076923,87.63348724456489
2017-10-05,2017-10-12,,0.0,87.63348724456489
2017-10-12,2017-10-19,"KRDMA,BANVT,SKBNK,KLGYO",0.06529080147877431,93.35514786314248
2017-10-19,2017-10-26,"NETAS,YGYO,TRCAS,FROTO,VKGYO",0.07344257589859512,100.21139039560587
2017-10-26,2017-11-02,"NETAS,EGEEN,DYOBY,PGSUS,KARSN",0.11682612766346892,111.91869908329666
2017-11-02,2017-11-09,"GOZDE,DYOBY,HDFGS,TCELL",0.016734358544038846,113.79158672153895
2017-11-09,2017-11-16,OTKAR,0.006745362563237878,114.55915223062185
2017-11-16,2017-11-23,,0.0,114.55915223062185
2017-11-23,2017-11-30,,0.0,114.55915223062185
2017-11-30,2017-12-07,,0.0,114.55915223062185
2017-12-07,2017-12-14,"GOZDE,CEMAS,SASA,PGSUS",0.0660508196281333,122.12587813135852
2017-12-14,2017-12-21,"SASA,IHLGM,PGSUS,DYOBY,GEREL",0.10025311532120842,134.36937787536547
2017-12-21,2017-12-28,"KRDMD,SKBNK,ANELE,GLYHO",0.07605036573101331,144.58821820583577
2017-12-28,2018-01-05,"KRDMD,SASA,KOZAL",0.08500807081460333,156.87938369803476
2018-01-04,2018-01-11,"KOZAL,ANELE,KARSN,GLYHO,VESTL",0.048291476537743974,164.45532077514414
2018-01-11,2018-01-18,"ASUZU,ZOREN,ULKER,YGYO,EREGL",0.05750732634149123,173.91270657555498
2018-01-18,2018-01-25,"AKSEN,GLYHO,FROTO,VAKBN,GOZDE",0.031150071750199036,179.33009986365485
2018-01-25,2018-02-01,,0.0,179.33009986365485
2018-02-01,2018-02-08,ULKER,-0.02487135506003435,174.86991727699447
2018-02-08,2018-02-15,ADNAC,0.5,262.3048759154917
2018-02-15,2018-02-22,,0.0,262.3048759154917
2018-02-22,2018-03-01,"OZGYO,TATGD,TKFEN,FROTO,KRDMD",0.19808726283720884,314.26413081444514
2018-03-01,2018-03-08,"NETAS,ALBRK,FROTO",0.021487962656611053,321.0170267216983
2018-03-08,2018-03-15,KRDMD,0.1205479452054794,359.7149696689715
2018-03-15,2018-03-22,"GEREL,MNDRS,IPEKE",0.09148861222196529,392.6247930394521
2018-03-22,2018-03-29,"DOHOL,SASA,VESTL,MNDRS,ASUZU",0.09342942131310969,429.30750024630754
2018-03-29,2018-04-05,,0.0,429.30750024630754
2018-04-05,2018-04-12,"KOZAL,ALBRK",0.02531341691117639,440.1747399831373
2018-04-12,2018-04-19,,0.0,440.1747399831373
2018-04-19,2018-04-27,ICBCT,0.08839779005524862,479.08521423579026
2018-04-26,2018-05-04,,0.0,479.08521423579026
2018-05-03,2018-05-10,,0.0,479.08521423579026
2018-05-10,2018-05-17,KRDMD,0.1266375545851528,539.7553942045148
2018-05-17,2018-05-24,KOZAA,0.17256637168141586,632.8990241778603
2018-05-24,2018-05-31,KOZAA,0.06289308176100628,672.7039942519395
2018-05-31,2018-06-07,IPEKE,0.22388059701492513,823.3093660993885
2018-06-07,2018-06-14,,0.0,823.3093660993885
2018-06-14,2018-06-22,,0.0,823.3093660993885
2018-06-21,2018-06-28,ASELS,0.08372530573847592,892.2411944934106
2018-06-28,2018-07-05,"ASELS,KRDMD",0.09976438492063489,981.2550884628982
2018-07-05,2018-07-12,ASELS,0.01720093823299451,998.1335966303601
2018-07-12,2018-07-19,,0.0,998.1335966303601
2018-07-19,2018-07-26,BANVT,0.014717273431448463,1012.8234016930842
2018-07-26,2018-08-02,"KIPA,VAKKO,HURGZ,KOZAA,VESTL",0.007849778728839473,1020.7738412877653
2018-08-02,2018-08-09,SODA,0.09354838709677415,1116.2655877308143
2018-08-09,2018-08-16,SISE,-0.017578125,1096.6437316964837
2018-08-16,2018-08-29,,0.0,1096.6437316964837
2018-08-27,2018-09-04,,0.0,1096.6437316964837
2018-09-03,2018-09-10,"BANVT,ADNAC,AYEN",0.05502759585633606,1156.9893997626618
2018-09-10,2018-09-17,TIRE,0.136150234741784,1314.513778134104
2018-09-17,2018-09-24,,0.0,1314.513778134104
2018-09-24,2018-10-01,"MIPAZ,EGEEN,SOKM",0.017272373690122467,1337.2185513308511
2018-10-01,2018-10-08,KOZAL,0.01679841897233203,1359.6817088136816
2018-10-08,2018-10-15,"ADESE,HALKB",0.16867772750125698,1589.0297295813991
2018-10-15,2018-10-22,DOHOL,0.06194690265486735,1687.4651995554682
2018-10-22,2018-10-30,ALGYO,0.02216066481994461,1724.8605502381379
2018-10-30,2018-11-06,,0.0,1724.8605502381379
2018-11-06,2018-11-13,IPEKE,0.026804123711340333,1771.0939258115316
2018-11-13,2018-11-20,"PGSUS,IPEKE,KOZAA,YATAS,KOZAL",0.048412765735887445,1856.8374811380986
2018-11-20,2018-11-27,,0.0,1856.8374811380986
2018-11-27,2018-12-04,"ICBCT,IPEKE,KOZAA,ISFIN",0.1683415231447591,2169.420330945164
2018-12-04,2018-12-11,SISE,0.007766990291262044,2186.270197593282
2018-12-11,2018-12-18,,0.0,2186.270197593282
2018-12-18,2018-12-25,,0.0,2186.270197593282
2018-12-25,2019-01-02,,0.0,2186.270197593282
2019-01-02,2019-01-09,FENER,-0.008498583569405027,2167.6899976137356
2019-01-09,2019-01-16,"TUKAS,IPEKE,FROTO,TAVHL",0.061185212084332696,2300.320569850819
2019-01-16,2019-01-23,"NIBAS,AKSEN,ISCTR,FROTO,SKBNK",0.05490036510243042,2426.60900898826
2019-01-23,2019-01-30,"TUKAS,ISFIN,VAKBN,PARSN,TKFEN",0.11706514209363802,2710.6803374311726
2019-01-30,2019-02-06,"TUKAS,ISFIN,TTKOM,VAKBN,FORMT",0.044680012568291835,2831.793568976219
2019-02-06,2019-02-13,,0.0,2831.793568976219
2019-02-13,2019-02-20,"YATAS,TUKAS,USAK,ALBRK",0.08109756976000382,3061.445145482198
2019-02-20,2019-02-27,"DGKLB,KARSN,SISE",0.05749576762006603,3237.4652841484217
2019-02-27,2019-03-06,ISGSY,0.18297872340425525,3829.8525489074946
2019-03-06,2019-03-13,"ISGSY,TKFEN,VERUS",0.0549025876224191,4040.1213640548335
2019-03-13,2019-03-20,,0.0,4040.1213640548335
2019-03-20,2019-03-27,,0.0,4040.1213640548335
2019-03-27,2019-04-03,,0.0,4040.1213640548335
2019-04-03,2019-04-10,AVOD,0.07006369426751591,4323.187192109631
2019-04-10,2019-04-17,IHLAS,0.024390243902439046,4428.630782161085
2019-04-17,2019-04-25,TKFEN,0.02678571428571419,4547.254820968971
2019-04-24,2019-05-02,"GSRAY,FROTO",0.11957197816121079,5090.979075115333
2019-05-02,2019-05-09,IEYHO,0.125,5727.35145950475
2019-05-09,2019-05-16,,0.0,5727.35145950475
2019-05-16,2019-05-23,,0.0,5727.35145950475
2019-05-23,2019-05-30,KOZAA,0.04626865671641789,5992.34831807885
2019-05-30,2019-06-11,SASA,0.06148867313915862,6360.809865145187
2019-06-07,2019-06-14,"TUKAS,NETAS",0.11836845111064348,7113.729076691725
2019-06-14,2019-06-21,"TUKAS,PGSUS,VESTL",0.07814421157572841,7669.625826753135
2019-06-21,2019-06-28,"SASA,FROTO",0.026626269061198138,7873.839347614977
2019-06-28,2019-07-05,"AKGUV,SAHOL,KLGYO",0.07303564499140751,8448.910282926761
2019-07-05,2019-07-12,,0.0,8448.910282926761
2019-07-12,2019-07-22,,0.0,8448.910282926761
2019-07-19,2019-07-26,"KERVT,ALARK,YKBNK,ENKAI,TSKB",0.02272662991162542,8640.925540083363
2019-07-26,2019-08-02,"KATMR,KOZAA,ALARK,VAKKO,ODAS",0.047017997573639427,9047.204556161001
2019-08-02,2019-08-09,"IHEVA,KOZAA,GUSGR,IPEKE",0.08862587288436502,9849.020957114173
2019-08-09,2019-08-21,"IPEKE,VAKKO,GLYHO,PGSUS",0.05448716675175802,10385.666204346013
2019-08-16,2019-08-23,"KAREL,IPEKE,MGROS,PGSUS,AKSEN",0.025097401350400263,10646.319437367772
2019-08-23,2019-09-02,"IHEVA,DOAS",0.044795783926218746,11123.229662493603
2019-09-02,2019-09-09,"KAREL,ASELS,MGROS,GOZDE,CLEBI",0.04677944683043942,11643.56819307299
2019-09-09,2019-09-16,"PRKME,ISCTR,BNTAS,VAKBN",0.0712212169814162,12472.837289789757
2019-09-16,2019-09-23,"FENER,NETAS,TUKAS",0.11187146423882144,13868.19186061111
2019-09-23,2019-09-30,"KLNMA,IPEKE",0.11727298027989808,15494.556051198399
2019-09-30,2019-10-07,"ALARK,KLNMA,KAREL",0.14244602307857912,17701.693940059744
2019-10-07,2019-10-14,,0.0,17701.693940059744
2019-10-14,2019-10-21,,0.0,17701.693940059744
2019-10-21,2019-10-28,AFYON,0.058295964125560484,18733.631254951117
2019-10-28,2019-11-05,FENER,0.18374558303886923,22175.85325232729
2019-11-04,2019-11-11,"NETAS,GUSGR,TOASO",0.04004689405914023,23063.927298194285
2019-11-11,2019-11-18,"KRSTL,KAREL,OZGYO,TSPOR,ICBCT",0.07343570169416073,24757.64298316029
2019-11-18,2019-11-25,"YUNSA,TRGYO,AKSEN,TUKAS,TMSN",0.04598002836585746,25896.00010979777
2019-11-25,2019-12-02,"ICBCT,TSPOR,EKGYO,KRSTL,TUKAS",0.05026161017817556,27197.574772490418
2019-12-02,2019-12-09,"AFYON,TRCAS,ECILC,GEREL,TSKB",0.11410995707253466,30301.088862256347
2019-12-09,2019-12-16,"OSTIM,ODAS,TSPOR,TMSN,VESTL",0.0801673150563184,32730.245799626355
2019-12-16,2019-12-23,"VESTL,POLHO,ZOREN,KLGYO",0.08587873670633273,35541.07796098602
2019-12-23,2019-12-30,"IPEKE,KOZAA,KOZAL",-0.00929507641497651,35210.72092546801
2019-12-30,2020-01-07,ISGYO,0.01724137931034475,35817.8023207347
2020-01-06,2020-01-13,,0.0,35817.8023207347
2020-01-13,2020-01-20,"PAPIL,ECILC,NATEN,TKNSA",0.16211438767312747,41624.38341175773
2020-01-20,2020-01-27,"KFEIN,TUKAS,GUSGR,ISFIN,KARSN",0.11995999930817929,46617.644417035575
2020-01-27,2020-02-03,"TUKAS,KRSTL,KARSN,GSRAY,ASELS",0.03261837698358818,48138.2363167173
2020-02-03,2020-02-10,"TSPOR,TUKAS,SASA",0.11167280183966806,53513.96804182518
2020-02-10,2020-02-17,"TSPOR,MNDRS",0.3073126528601341,69959.4875258309
2020-02-17,2020-02-24,MNDRS,0.17469879518072284,82181.32570805437
2020-02-24,2020-03-02,,0.0,82181.32570805437
2020-03-02,2020-03-09,,0.0,82181.32570805437
2020-03-09,2020-03-16,,0.0,82181.32570805437
2020-03-16,2020-03-23,,0.0,82181.32570805437
2020-03-23,2020-03-30,,0.0,82181.32570805437
2020-03-30,2020-04-06,,0.0,82181.32570805437
2020-04-06,2020-04-13,"GSRAY,OZGYO,USAK",-0.12358913436499648,72024.6068028281
2020-04-13,2020-04-20,"ADESE,GUSGR,AVOD,MGROS,KRSTL",0.07847349546074582,77676.62945783183
2020-04-20,2020-04-28,MIPAZ,0.12133891213389125,87101.82717447252
2020-04-27,2020-05-05,"ZOREN,DGKLB,THYAO,MGROS",0.01132720299929954,88088.44725248766
2020-05-04,2020-05-11,GUBRF,0.00952380952380949,88927.38484536849
2020-05-11,2020-05-18,MGROS,0.04240506329113902,92698.35622805182
2020-05-18,2020-05-28,"HEKTS,ADESE,CEMAS,KARSN,ISGYO",0.028935654089500253,95380.64379853201
2020-05-27,2020-06-12,"EKGYO,ODAS,TRGYO,MNDRS,GSRAY",0.3799624709721266,131621.70889913448
2020-06-10,2020-06-17,"IHLGM,GSDHO,CEMAS,SOKM,ISFIN",0.0287368107059488,135404.09703256242
2020-06-17,2020-06-24,"KARSN,MPARK,ADESE,BIMAS,GSDHO",0.058791976628837436,143364.77154074967
2020-06-24,2020-07-01,"ODAS,CEMAS,SKBNK,IHLAS,GSDHO",0.07752479079529309,154479.0954618613
2020-07-01,2020-07-08,"KARSN,AFYON,TEKTU,GSDHO,ODAS",0.12547024053795258,173861.62472754638
2020-07-08,2020-07-16,"TRKCM,VESTL",0.07165241904997466,186319.23071923395
2020-07-16,2020-07-23,GLYHO,0.07333333333333325,199982.64097197776
2020-07-23,2020-07-30,,0.0,199982.64097197776
2020-07-30,2020-08-10,,0.0,199982.64097197776
2020-08-06,2020-08-13,,0.0,199982.64097197776
2020-08-13,2020-08-20,RTALB,0.2186046511627906,243699.77644027057
2020-08-20,2020-08-27,"RTALB,BJKAS,GSRAY",0.11271044977632398,271167.28785324306
2020-08-27,2020-09-03,"TSPOR,GSRAY,GUSGR",0.16397721408439525,315632.5442662391
2020-09-03,2020-09-09,GSRAY,0.3095890410958906,413348.9209842803
2020-09-10,2020-09-17,"IHLAS,SASA,AKENR,AKSEN,KERVT",0.05660654465060362,436747.1751362558
2020-09-17,2020-09-24,"AKSEN,VKGYO,ARCLK,KRDMD,TEKTU",0.011000015315575795,441551.4007517891
2020-09-24,2020-10-01,"PENGD,SISE,SASA,AVOD,CEMTS",0.17874415450751582,520476.132550777
2020-10-01,2020-10-08,"AKSEN,GLYHO",0.04749625633573629,545196.8003590414
2020-10-08,2020-10-15,"ITTFH,KLGYO,KERVT,SKBNK,USAK",0.12427267023465585,612949.8625430501
2020-10-15,2020-10-22,"SKBNK,ULUUN,ALBRK",0.12783055366877516,691303.5828431278
2020-10-22,2020-10-30,TSKB,0.47398843930635826,1018973.4891618356
2020-10-30,2020-11-06,,0.0,1018973.4891618356
2020-11-06,2020-11-13,"TSKB,AKSEN,CEMTS,GUBRF",0.038173715470590286,1057871.4932091741
2020-11-13,2020-11-20,"USAK,KERVT,MPARK",0.05512705427563983,1116188.8324319685
2020-11-20,2020-11-27,,0.0,1116188.8324319685
2020-11-27,2020-12-04,ULUUN,0.005076142131979822,1121854.7655915217
2020-12-04,2020-12-11,"IHLAS,GOZDE",0.03382048939954807,1159796.4427990422
2020-12-11,2020-12-18,"ODAS,DOHOL",0.05553764884949419,1224208.810376108
2020-12-18,2020-12-25,"OTKAR,GOZDE",0.06489318016699486,1303651.613269867
2020-12-25,2021-01-04,"GUBRF,MPARK,KOZAA,ECILC,IPEKE",0.05698569919222059,1377941.1119551167
2021-01-04,2021-01-11,"KOZAL,OTKAR,ALARK,HEKTS,KARSN",0.13977012872423425,1570536.118547498
2021-01-11,2021-01-18,"HEKTS,SASA,KARSN,DOHOL,EKGYO",0.022486651498174814,1605852.2169105716
2021-01-18,2021-01-25,"TKNSA,DOHOL",0.06628000152630975,1712288.104298432
2021-01-25,2021-02-01,,0.0,1712288.104298432
2021-02-01,2021-02-08,"ITTFH,AKSEN",0.12057054648971577,1918739.6167815332
2021-02-08,2021-02-15,"ITTFH,GSDHO,KOZAL,ECZYT",0.11315700852320282,2135858.451951488
2021-02-15,2021-02-22,"GUBRF,HEKTS,TAVHL",0.081920442453143,2310828.921352639
2021-02-22,2021-03-01,"DOCO,TAVHL",0.10441579100322729,2552115.951048809
2021-03-01,2021-03-08,NTHOL,0.05991735537190079,2705031.989438097
2021-03-08,2021-03-15,,0.0,2705031.989438097
2021-03-15,2021-03-22,BJKAS,0.17460317460317465,3177339.16219713
2021-03-22,2021-03-29,,0.0,3177339.16219713
2021-03-29,2021-04-05,BJKAS,0.13424657534246576,3603886.063423594
2021-04-05,2021-04-12,"BJKAS,SOKM",0.28094627468530176,4616384.42733273
2021-04-12,2021-04-19,,0.0,4616384.42733273
2021-04-19,2021-04-27,,0.0,4616384.42733273
2021-04-26,2021-05-03,"USAK,NTHOL",0.07291525205669402,4952989.261442293
2021-05-03,2021-05-10,"TAVHL,PGSUS",0.04927836833462984,5197064.490625113
2021-05-10,2021-05-20,"AKSEN,KARSN",0.09275709275709287,5679129.083646621
2021-05-17,2021-05-25,"KARSN,KOZAA",0.03894831265205145,5900321.578787847
2021-05-24,2021-05-31,,0.0,5900321.578787847
2021-05-31,2021-06-07,,0.0,5900321.578787847
2021-06-07,2021-06-14,TAVHL,0.06424148606811153,6279367.005288925
2021-06-14,2021-06-21,FENER,0.039029535864978815,6524447.785031213
2021-06-21,2021-06-28,KUTPO,0.3191747572815533,8606886.82321472
2021-06-28,2021-07-05,"ERBOS,CANTE",0.18039561921147818,10159531.50117165
2021-07-05,2021-07-12,BIOEN,0.1228779304769605,11407913.70665111
2021-07-12,2021-07-26,KRDMD,0.03203342618384397,11773348.26828478
2021-07-19,2021-07-30,,0.0,11773348.26828478
2021-07-26,2021-08-02,"BMSCH,TSPOR,TKNSA,AKSEN,BJKAS",0.11973219696210165,13182997.122046473
2021-08-02,2021-08-09,"USAK,TRGYO,ALARK,ECZYT,OTKAR",0.04569529244227928,13785398.030804113
2021-08-09,2021-08-16,"TOASO,CANTE,ESEN,YKBNK,ECZYT",0.011919619356458,13949714.728008563
2021-08-16,2021-08-23,"BASGZ,YKBNK,IPEKE,ECZYT",0.08691535259331634,15162159.102169605
2021-08-23,2021-08-31,"CANTE,BRYAT,TRGYO,ESEN,AKSEN",0.07634119052798423,16319656.379003946
2021-08-31,2021-09-07,"KTSKR,HEKTS",0.08431638604506064,17695670.826378778
2021-09-07,2021-09-14,TOASO,0.09705215419501134,19413073.800004654
2021-09-14,2021-09-21,"TOASO,DOAS,BIOEN,BASGZ",0.03834371442412918,20157443.157886576
2021-09-21,2021-09-28,,0.0,20157443.157886576
2021-09-28,2021-10-05,PGSUS,0.004557291666666741,20249306.50561132
2021-10-05,2021-10-12,"ODAS,GWIND",0.03746161362367395,21007878.20207188
2021-10-12,2021-10-19,"CIMSA,KRDMD,TRGYO,KOZAA,OTKAR",0.014567131610815775,21313902.728705447
2021-10-19,2021-10-26,"KARYE,TSPOR,KRDMD,GUBRF,FROTO",0.17367494570319061,25015593.62783645
2021-10-26,2021-11-03,"TSPOR,ERBOS,GUBRF,KORDS,GSRAY",0.09004323601976316,27268078.629042212
2021-11-02,2021-11-09,"TRGYO,ERBOS,FROTO,KORDS,SASA",0.03138297313757412,28123832.0081707
2021-11-09,2021-11-16,"PRKAB,SASA,PETKM,TOASO,BRYAT",0.07473813995738791,30225754.90093543
2021-11-16,2021-11-23,"ISGYO,PRKAB,ALARK,GOZDE,SOKM",0.14763997319901473,34688284.544429526
2021-11-23,2021-11-30,"DOAS,FROTO,ISGYO,SASA,TRILC",0.16497680360329806,40411046.8510512
2021-11-30,2021-12-07,"SASA,DOAS,ISGYO",0.06551078287178136,43058406.16693179
2021-12-07,2021-12-14,"ORCAY,SASA,AKBNK,EREGL,TAVHL",0.14542365593233259,49320117.01034631
2021-12-14,2021-12-21,ANGEN,0.08249027237354101,53388546.89602469
2021-12-21,2021-12-28,,0.0,53388546.89602469
